"","id_law","alt_party","poverty","case_id","state","therm_dem","therm_rep","V161361x...Pre.Income","V161361x...Pre.Income..group.","V162309x...Income","age","intent_vote","intent_vote_reg","age_grp","live_comm","race_new","income"
"1",1,"1","1",39,"MA",100,85,"5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,3,21,"1",13
"2",1,"1","1",198,"CO",70,30,"8","1: < 25k (Poverty family of 4)","-1: Missing","2: 35-50",1,3,3,3,"1",17
"3",1,"1","1",4019,"CA",60,0,"2","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",0,1,2,1,"1",6
"4",1,"1","1",4372,"AZ",100,2,"4","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,4,9,40,"1",20
"13",2,"1","1",3933,"OK",60,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,4,1,"5",24
"14",1,"1","1",2262,"NJ",0,70,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,11,40,"1",14
"15",1,"1","1",2501,"NY",15,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,10,1,"1",10
"25",1,"0","1",2308,"CA",100,0,"3: 10-12","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,10,1,"6",13
"26",1,"0","1",2976,"MA",30,0,"1: <5","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",0,1,4,1,"4",9
"27",1,"0","1",3539,"CA",60,0,"4","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",0,1,11,2,"1",-9
"29",3,"1","1",3723,"FL",0,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,12,30,"1",17
"30",3,"1","1",262,"LA",70,70,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","2: 35-50",1,4,11,40,"1",22
"31",3,"1","1",986,"LA",60,50,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,5,12,"1",22
"32",3,"1","1",989,"LA",85,40,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,10,40,"1",24
"33",3,"1","1",2367,"LA",69,7,"5","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,12,12,"1",-9
"34",3,"1","1",3504,"AR",85,16,"5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,11,11,"1",17
"35",3,"1","1",4085,"AR",100,0,"2","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",0,3,6,5,"1",11
"36",2,"1","1",50,"NC",70,40,"1: <5","1: < 25k (Poverty family of 4)","-6: Missing","3: 51-64",1,3,11,3,"1",6
"37",2,"1","1",311,"NC",60,50,"2","1: < 25k (Poverty family of 4)","-1: Missing","4: 65+",1,2,9,8,"1",7
"38",2,"1","1",349,"NC",100,0,"2","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,8,40,"1",21
"39",2,"1","1",606,"NC",85,50,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,7,3,"5",5
"40",2,"1","1",651,"OK",50,0,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,3,9,"2",21
"41",2,"1","1",800,"NC",100,0,"2","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,4,-2,12,"1",-9
"42",2,"1","1",900,"NC",100,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,3,2,"1",9
"43",2,"1","1",902,"NC",50,0,"5","1: < 25k (Poverty family of 4)","-1: Missing","4: 65+",1,3,7,21,"2",19
"44",2,"1","1",1111,"NC",85,0,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,9,23,"1",14
"45",2,"1","1",1130,"NC",85,60,"5","1: < 25k (Poverty family of 4)","-1: Missing","4: 65+",1,3,5,10,"1",14
"46",2,"1","1",1163,"NC",100,0,"2","1: < 25k (Poverty family of 4)","-6: Missing","3: 51-64",1,3,8,30,"1",26
"47",2,"1","1",2148,"NC",85,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",0,1,3,10,"5",13
"48",2,"1","1",2224,"NC",100,0,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,7,22,"1",17
"49",2,"1","1",2555,"KS",100,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,7,1,"6",24
"50",2,"1","1",2740,"NC",71,1,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,4,10,40,"2",1
"51",2,"1","1",2955,"NC",70,0,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",0,1,6,2,"1",1
"52",2,"1","1",3321,"OK",97,0,"6","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,10,23,"1",22
"53",2,"1","1",3906,"NC",85,15,"5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,4,2,"1",14
"54",2,"1","1",3947,"MO",0,0,"5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,9,32,"1",26
"55",2,"1","1",4603,"NC",100,0,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,5,35,"1",27
"56",2,"1","1",5089,"NC",85,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,2,2,"1",14
"57",1,"1","1",505,"CA",100,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","2: 35-50",0,1,13,40,"5",6
"58",1,"1","1",3084,"NE",85,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,10,9,"5",1
"59",1,"1","1",4653,"KY",-99,-99,"8","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,8,12,"1",19
"170",3,"0","1",2112,"FL",85,30,"5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,11,24,"1",23
"171",3,"0","1",4080,"FL",98,2,"2","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,11,10,"1",9
"172",3,"0","1",4610,"FL",85,-99,"6","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,7,1,"1",25
"173",3,"0","1",4170,"LA",98,1,"5","1: < 25k (Poverty family of 4)","-7: Missing","-1: Missing",1,3,9,5,"1",12
"174",1,"0","1",487,"CT",70,0,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",0,1,3,20,"5",3
"175",1,"0","1",553,"MA",30,0,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,5,8,"1",28
"176",1,"0","1",776,"NJ",100,0,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,11,17,"1",14
"177",1,"0","1",959,"CA",100,0,"8","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,12,17,"1",13
"178",1,"0","1",1084,"MA",50,15,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,3,9,"3",17
"179",1,"0","1",2050,"MD",85,0,"2","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,9,17,"2",2
"180",1,"0","1",2115,"NY",85,0,"5","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,3,1,"1",21
"181",1,"0","1",2300,"CA",100,100,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,2,2,1,"1",16
"182",1,"0","1",2400,"MD",100,1,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",0,3,2,23,"1",11
"183",1,"0","1",2790,"MD",63,2,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,6,2,"1",22
"184",1,"0","1",3046,"CA",-99,-99,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,9,23,"1",27
"185",1,"0","1",3357,"NJ",84,0,"8","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,6,40,"2",13
"186",1,"0","1",3417,"CA",85,0,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",0,1,9,7,"4",9
"187",1,"0","1",3500,"NY",-99,-99,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,4,20,"6",5
"188",1,"0","1",3826,"CT",60,0,"2","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,11,12,"2",1
"189",1,"0","1",3982,"CA",71,2,"2","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,13,40,"1",1
"190",1,"0","1",4047,"CT",100,50,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,9,12,"1",18
"191",1,"0","1",4604,"NJ",85,0,"3: 10-12","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,1,4,"6",1
"192",1,"0","1",4702,"DE",85,0,"6","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,2,5,"1",3
"193",1,"0","1",4763,"CA",85,0,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",0,3,12,9,"5",18
"194",1,"0","1",4776,"MD",85,50,"2","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,1,19,"1",11
"195",1,"0","1",4874,"NY",85,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,6,6,"1",14
"196",1,"0","1",4909,"NY",85,15,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",0,1,2,1,"1",3
"197",1,"1","1",4409,"CA",70,100,"2","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,2,11,15,"1",7
"198",1,"1","1",4574,"CA",85,15,"1: <5","1: < 25k (Poverty family of 4)","-7: Missing","-1: Missing",1,3,2,11,"5",8
"201",3,"1","1",2299,"FL",51,5,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,13,40,"1",7
"202",3,"1","1",3641,"FL",16,1,"4","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",0,1,12,3,"5",26
"203",2,"1","1",4043,"KS",60,0,"5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",0,1,6,8,"1",22
"204",1,"1","1",6,"NJ",0,50,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,8,17,"1",27
"205",1,"1","1",74,"CA",60,15,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","2: 35-50",1,3,10,40,"1",21
"206",1,"1","1",2938,"CA",10,10,"5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,11,26,"1",25
"207",1,"1","1",4358,"CA",0,0,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,10,40,"1",15
"208",1,"1","1",4488,"CA",60,30,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,2,15,"1",26
"209",1,"1","1",4812,"MA",70,0,"1: <5","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,8,1,"2",9
"210",1,"1","1",984,"AZ",30,15,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","4: 65+",1,3,2,1,"2",22
"235",3,"0","1",187,"FL",5,0,"5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,4,7,1,"1",24
"236",3,"0","1",4061,"FL",73,29,"7:20-22,5","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,10,29,"1",22
"237",3,"0","1",4463,"FL",100,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,8,23,"1",-9
"238",3,"0","1",4707,"LA",15,85,"5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,12,11,"1",21
"239",1,"0","1",58,"CT",85,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,4,13,25,"1",22
"240",1,"0","1",569,"NY",85,40,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,9,30,"1",-9
"241",1,"0","1",1136,"CA",60,0,"5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,9,1,"6",2
"242",1,"0","1",2242,"NJ",85,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,13,16,"5",-9
"243",1,"0","1",2330,"PA",0,0,"1: <5","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,10,6,"5",13
"244",1,"0","1",2922,"NM",50,50,"1: <5","1: < 25k (Poverty family of 4)","-7: Missing","-1: Missing",1,3,1,10,"5",27
"245",1,"0","1",4163,"NV",70,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,10,9,"1",-9
"246",1,"0","1",4487,"CA",-99,0,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,6,4,"1",23
"247",1,"0","1",4511,"CA",70,0,"5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,2,4,"2",15
"248",1,"0","1",4639,"CA",60,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,7,4,"1",25
"249",1,"0","1",4822,"MA",70,0,"2","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,2,3,"6",5
"250",3,"1","1",4233,"FL",70,30,"4","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,10,40,"1",25
"251",2,"1","1",4066,"OK",-99,15,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,10,40,"2",17
"252",1,"1","1",318,"CA",15,100,"8","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",0,2,4,1,"3",21
"253",1,"1","1",3283,"NJ",100,0,"5","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,8,24,"5",21
"254",1,"1","1",3435,"CA",86,2,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,2,8,3,"6",24
"263",1,"0","1",3209,"CA",30,30,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,10,25,"1",24
"264",1,"0","1",3598,"PA",70,15,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,10,6,"1",23
"265",1,"0","1",3644,"PA",60,15,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,7,26,"1",28
"266",3,"1","1",132,"NH",30,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,2,13,1,"1",7
"267",3,"1","1",241,"NH",60,85,"2","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,13,40,"1",-9
"268",3,"1","1",472,"FL",30,60,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","4: 65+",1,2,2,1,"1",7
"269",3,"1","1",562,"FL",0,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","4: 65+",1,3,3,1,"2",13
"270",3,"1","1",734,"NH",15,60,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",0,3,10,1,"1",3
"271",3,"1","1",919,"FL",50,50,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","2: 35-50",1,2,2,23,"5",13
"272",3,"1","1",1108,"FL",0,85,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","4: 65+",1,3,5,37,"1",17
"273",3,"1","1",2618,"FL",30,70,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,13,4,"1",-9
"274",3,"1","1",2629,"FL",2,100,"8","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,1,19,"2",11
"275",3,"1","1",2630,"FL",70,1,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,13,20,"1",-9
"276",3,"1","1",2830,"FL",0,85,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",0,3,4,4,"1",3
"277",3,"1","1",3653,"FL",2,60,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,9,4,"1",24
"278",3,"1","1",3675,"FL",40,31,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",0,1,7,5,"6",20
"279",3,"1","1",3776,"FL",85,0,"5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,11,35,"1",12
"280",3,"1","1",3883,"FL",100,100,"4","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,2,5,"1",9
"281",3,"1","1",3914,"FL",85,0,"8","1: < 25k (Poverty family of 4)","-7: Missing","-1: Missing",1,3,3,16,"5",15
"282",3,"1","1",3967,"FL",0,100,"7:20-22,5","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,9,27,"1",17
"283",3,"1","1",4176,"FL",0,100,"5","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,10,8,"1",25
"284",3,"1","1",4421,"FL",2,72,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,13,40,"1",12
"285",3,"1","1",4775,"FL",30,50,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,2,3,6,"2",8
"286",3,"1","1",4828,"FL",15,85,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,3,3,"1",22
"287",3,"1","1",5036,"FL",15,100,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,-2,30,"1",1
"288",3,"1","1",222,"LA",0,30,"1: <5","1: < 25k (Poverty family of 4)","-6: Missing","3: 51-64",1,3,1,9,"5",17
"289",3,"1","1",430,"AR",60,50,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","4: 65+",1,3,6,4,"1",26
"290",3,"1","1",754,"AR",85,0,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","4: 65+",0,1,8,18,"1",23
"292",3,"1","1",934,"ID",85,15,"2","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",0,1,13,40,"1",3
"293",3,"1","1",1038,"ID",70,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,4,34,"2",15
"294",3,"1","1",1095,"AR",65,35,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","4: 65+",1,3,7,7,"2",9
"295",3,"1","1",2972,"LA",65,0,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",0,3,3,1,"1",7
"296",3,"1","1",3013,"LA",50,50,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,2,7,14,"1",24
"297",3,"1","1",3141,"AR",0,70,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",0,3,7,1,"5",12
"298",3,"1","1",3240,"LA",70,3,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,2,1,"1",6
"299",3,"1","1",4416,"LA",69,60,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,9,31,"5",19
"300",2,"1","1",4562,"RI",70,0,"5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,13,40,"1",1
"301",2,"1","1",121,"KS",0,85,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,2,14,"1",15
"302",2,"1","1",137,"KS",40,0,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,10,3,"5",13
"303",2,"1","1",276,"KS",60,0,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,12,40,"5",14
"304",2,"1","1",367,"KS",40,30,"8","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,6,1,"1",22
"305",2,"1","1",436,"NC",0,60,"3: 10-12","1: < 25k (Poverty family of 4)","-6: Missing","3: 51-64",0,1,2,20,"5",4
"306",2,"1","1",721,"OK",0,100,"2","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,4,30,"1",23
"307",2,"1","1",806,"NC",0,60,"5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",0,1,2,1,"1",9
"308",2,"1","1",812,"KS",100,0,"8","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",0,1,3,29,"1",11
"309",2,"1","1",990,"KS",15,85,"5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",0,1,13,40,"6",9
"310",2,"1","1",2012,"NC",15,48,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,6,13,"1",19
"311",2,"1","1",2228,"NC",0,100,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,2,24,"2",2
"312",2,"1","1",2317,"NC",85,0,"8","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",0,1,12,8,"1",11
"313",2,"1","1",2452,"NC",60,51,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",0,1,8,1,"1",26
"314",2,"1","1",2560,"NC",0,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,4,13,16,"1",-9
"315",2,"1","1",3270,"OK",85,15,"6","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,3,5,"2",11
"316",2,"1","1",3550,"KS",61,1,"2","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,10,23,"5",25
"317",2,"1","1",3621,"NC",1,70,"3: 10-12","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,4,1,"1",22
"318",2,"1","1",3674,"KS",60,-99,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,10,38,"5",8
"319",2,"1","1",3734,"NC",75,0,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,7,16,"1",22
"320",2,"1","1",3954,"NC",15,85,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,5,8,"5",21
"321",2,"1","1",4052,"SD",15,100,"5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,8,20,"1",28
"322",2,"1","1",4281,"GA",85,0,"8","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,5,36,"1",10
"323",2,"1","1",4354,"NC",85,40,"6","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,9,24,"1",14
"324",2,"1","1",4627,"NC",0,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,4,1,"3",22
"325",2,"1","1",4849,"NC",95,0,"5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,8,23,"1",26
"326",2,"1","1",4891,"NC",70,0,"7:20-22,5","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,8,19,"1",24
"327",1,"1","1",109,"CA",70,60,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,12,40,"5",25
"328",1,"1","1",128,"MD",15,60,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,13,22,"1",1
"329",1,"1","1",148,"NJ",0,60,"1: <5","1: < 25k (Poverty family of 4)","-6: Missing","3: 51-64",1,3,6,8,"1",19
"330",1,"1","1",228,"CA",50,50,"1: <5","1: < 25k (Poverty family of 4)","-6: Missing","2: 35-50",1,3,2,24,"2",3
"331",1,"1","1",249,"CA",40,0,"5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,7,14,"1",19
"332",1,"1","1",358,"NY",50,0,"3: 10-12","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,7,40,"1",17
"333",1,"1","1",400,"NJ",15,85,"8","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,12,40,"5",5
"334",1,"1","1",401,"NJ",0,85,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,9,1,"2",7
"335",1,"1","1",412,"CO",60,0,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","2: 35-50",0,1,9,40,"5",12
"336",1,"1","1",492,"CA",0,100,"1: <5","1: < 25k (Poverty family of 4)","-6: Missing","3: 51-64",1,2,5,2,"1",5
"337",1,"1","1",558,"CA",0,70,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,6,1,"1",22
"338",1,"1","1",648,"MD",15,60,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,9,20,"1",27
"339",1,"1","1",699,"MA",70,70,"5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",0,1,13,1,"3",-9
"340",1,"1","1",886,"CA",0,50,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,3,27,"3",9
"341",1,"1","1",897,"PA",60,70,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",0,3,-2,4,"5",19
"342",1,"1","1",988,"MD",0,100,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","2: 35-50",1,3,9,36,"2",20
"343",1,"1","1",1005,"CA",70,70,"2","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",0,1,5,8,"1",7
"344",1,"1","1",1018,"CA",70,70,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","3: 51-64",1,3,9,1,"1",13
"345",1,"1","1",1140,"CO",0,15,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","2: 35-50",1,3,10,20,"1",6
"346",1,"1","1",1173,"CO",30,70,"8","1: < 25k (Poverty family of 4)","-1: Missing","2: 35-50",1,3,9,40,"1",1
"347",1,"1","1",2081,"CA",15,0,"5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",0,1,9,5,"1",5
"348",1,"1","1",2226,"NM",50,71,"3: 10-12","1: < 25k (Poverty family of 4)","-7: Missing","-1: Missing",1,3,13,27,"1",-9
"349",1,"1","1",2238,"MD",40,40,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,7,1,"2",2
"350",1,"1","1",2257,"MA",60,0,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,9,25,"1",28
"352",1,"1","1",2440,"OR",70,0,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,2,8,8,"1",23
"353",1,"1","1",2627,"CA",0,65,"3: 10-12","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,7,10,"1",28
"354",1,"1","1",2697,"MD",0,99,"6","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,7,30,"6",14
"355",1,"1","1",2808,"IA",30,18,"3: 10-12","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,4,9,17,"1",24
"356",1,"1","1",2813,"CA",15,60,"8","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,2,1,"1",28
"357",1,"1","1",2825,"CA",0,70,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,7,15,"1",26
"359",1,"1","1",2962,"CA",30,100,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,10,27,"1",27
"360",1,"1","1",3019,"CA",0,60,"1: <5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,11,36,"1",15
"361",1,"1","1",3029,"MD",0,85,"4","1: < 25k (Poverty family of 4)","-6: Missing","-1: Missing",1,3,4,2,"1",12
"362",1,"1","1",3138,"MA",0,100,"7:20-22,5","1: < 25k (Poverty family of 4)","-1: Missing","-1: Missing",1,3,7,5,"2",15
